The following is the list that works with word2vec without any threshold.  Anything that has not been properly classified should be simply deleted from this file. However, if we are using the whole list only to derive a single distance as positive/negative, we can tolerate the errors.

adjective,sentiment,positive_value,negative_value,positive_percent,negative_percent
axiomatic,positive,0.14808938970146596,0.0877699722156681,0.6278715777815728,0.37212842221842724
background,positive,0.06360677494346785,0.048936597661602056,0.5651756604688996,0.43482433953110033
bacterial,positive,0.13359179598231702,0.0814823731678304,0.6211429132108096,0.3788570867891903
bad,negative,0.08809966826777013,0.24133724846323515,0.2674250024617188,0.7325749975382813
bald,negative,0.0710867886818928,0.17734055670044205,0.28614719757395773,0.7138528024260423
balding,negative,0.05307115947101413,0.11747153200981245,0.31118987867610093,0.6888101213238991
barbarous,negative,0.1071200027392325,0.22811288004549504,0.3195390674369509,0.6804609325630492
barren,negative,0.10596621283714226,0.15376945237421666,0.4079771361045571,0.5920228638954428
basic,positive,0.1880528403423084,0.07521779019020153,0.7142947922521374,0.2857052077478626
batty,negative,0.03766748853238704,0.09356587801460317,0.2870267640272689,0.7129732359727311
beefy,negative,0.08418284828603005,0.15865334127345274,0.3466651673242857,0.6533348326757143
belligerent,negative,0.0880911695873323,0.19220428766798595,0.31427969061621636,0.6857203093837837
bendable,positive,0.11508705124256108,0.09594394631404062,0.545356144713731,0.454643855286269
bent,negative,0.13399206534371655,0.1584454768128693,0.458190368977901,0.541809631022099
berserk,negative,0.06457902715176939,0.14851192625329449,0.3030585114939691,0.6969414885060309
best,positive,0.07769829022453642,0.05733800226405626,0.5753882070710736,0.4246117929289265
biased,negative,0.13433702620844495,0.21342195519608603,0.3862934773557358,0.6137065226442642
biblical,positive,0.1346022525283368,0.08704433903932264,0.6072832051073899,0.39271679489261013
bigoted,negative,0.08401765030554516,0.27101880894661007,0.2366451335238048,0.7633548664761952
bilingual,positive,0.10008409863024478,0.052400223506950776,0.6563566485228269,0.34364335147717306
billable,positive,0.05315995882543198,0.0503390995436348,0.5136274635066644,0.48637253649333556
binary,positive,0.1584727016452851,0.07053007121613084,0.6920121519279024,0.30798784807209756
binding,positive,0.15444074872521435,0.09241378749647469,0.6256346392861827,0.37436536071381726
bioactive,positive,0.12841235119827282,0.07108405830043377,0.6436825180009336,0.35631748199906643
biographical,positive,0.10373048421742243,0.05951946174908119,0.6354089957169501,0.36459100428304997
bitter,negative,0.08949301705595442,0.21513239007526164,0.29378054148124844,0.7062194585187516
black,negative,0.09245002410065759,0.12564820502679247,0.42389167702334973,0.5761083229766503
blasphemous,negative,0.09732231204412647,0.23307228922764062,0.294563868990322,0.705436131009678
blatant,negative,0.10757463543741033,0.2373786843536857,0.3118527327191912,0.6881472672808089
bleak,negative,0.12378207631420754,0.21502063864526727,0.3653514887831211,0.6346485112168789
blessed,positive,0.09103449907280908,0.08950770930058875,0.5042283457867719,0.495771654213228
blind,negative,0.07216420609928144,0.15892620595362578,0.3122769372307828,0.6877230627692172
bloated,negative,0.10155567897777167,0.24988322207440145,0.28897108053127885,0.711028919468721
bloodthirsty,negative,0.0841782089655015,0.24796019323489785,0.2534431682931733,0.7465568317068266
bloody,negative,0.06683925160840122,0.1792724387899386,0.27158097000682785,0.7284190299931722
blurry,negative,0.13333265616446796,0.18462268807191,0.4193439694642915,0.5806560305357086
bohemian,positive,0.0679655886783639,0.0644244528895859,0.5133738752055625,0.4866261247944374
boorish,negative,0.07242043556482848,0.27343798961504834,0.20939329590471442,0.7906067040952857
boring,negative,0.12496104187684141,0.2847587173346199,0.3049914949606995,0.6950085050393005
boundless,positive,0.12886317971850658,0.12472984090817198,0.508149551592785,0.49185044840721504
bountiful,positive,0.08666157568137901,0.06624715566556279,0.5667536112424378,0.4332463887575622
breakable,positive,0.11204409999818227,0.07405969827388308,0.6020516563255999,0.3979483436744
breathable,positive,0.11790748721825602,0.08524978199486327,0.5803754287254512,0.41962457127454883
breathtaking,positive,0.1537915501686323,0.12846537501627767,0.5448636913616258,0.4551363086383742
broad,positive,0.18617667604763213,0.10131057839325358,0.6475997567603976,0.35240024323960234
bronze,positive,0.08172660733363256,0.05836905158676968,0.5833628819296031,0.4166371180703969
brooding,negative,0.12203833140257127,0.20290376656475856,0.37556946965622534,0.6244305303437747
brown,negative,0.06820870935952249,0.10384559366852045,0.3964371024676159,0.6035628975323842
brutal,negative,0.11135173709680776,0.2505101158774659,0.30771891588341654,0.6922810841165835
brutish,negative,0.09524993435342276,0.2724323670943984,0.2590549884461598,0.7409450115538402
budget,positive,0.09549800165441126,0.05923606712463533,0.6171750178092853,0.38282498219071465
burnable,positive,0.08862105753457034,0.05938408588860583,0.598770120313894,0.40122987968610596
business,positive,0.11106675957021903,0.05884647714378008,0.6536674935877334,0.34633250641226665
cagey,negative,0.0775531507003841,0.16706491684337427,0.3170377048560039,0.6829622951439961
calculable,positive,0.12488934667538523,0.07883378746639297,0.6130346816109273,0.3869653183890727
callous,negative,0.10048363580396032,0.299549665123475,0.251188177511721,0.748811822488279
cancerous,negative,0.10052903662658584,0.11003757579841074,0.4774215411875617,0.5225784588124384
cantankerous,negative,0.08068684405519914,0.2582566770885777,0.2380539500590498,0.7619460499409502
capable,positive,0.16120399278732125,0.12316130786879316,0.5668905186933012,0.43310948130669874
careful,positive,0.17472206538167698,0.17185026625882585,0.5041431453994862,0.49585685460051376
cavernous,positive,0.10588216167301652,0.0982756070581549,0.5186291089046866,0.4813708910953134
celestial,positive,0.11430968755465487,0.07792876611804027,0.594624464412715,0.40537553558728495
central,positive,0.09617457138287241,0.05434787624049145,0.638938396906219,0.36106160309378105
cerebral,positive,0.11775950445122237,0.10589319425974097,0.5265284305976937,0.4734715694023063
ceremonial,positive,0.10387097648297026,0.05968235662390747,0.635089328415541,0.3649106715844589
certain,positive,0.20949902074663354,0.16927043724817575,0.5531043127281517,0.4468956872718482
certifiable,positive,0.07281536794510075,0.06609509568929733,0.5241892226113747,0.4758107773886255
certified,positive,0.07842247601805757,0.03689762849140347,0.6800416662094134,0.31995833379058664
changeable,positive,0.15890845158736697,0.1382056671407879,0.5348397856944677,0.4651602143055324
charitable,positive,0.10087829001605199,0.060843640649801786,0.6237761916439425,0.3762238083560575
chemical,positive,0.14100526384504217,0.07639177122803721,0.6486071155369821,0.3513928844630178
chewable,positive,0.08335488586363347,0.06092213315107469,0.577741946935679,0.422258053064321
chicken,negative,0.08522337813008424,0.11934516851952354,0.4166005944015325,0.5833994055984675
chief,positive,0.07839784764831588,0.06586294094685376,0.5434453007762147,0.45655469922378533
chilly,negative,0.08562272620723753,0.16288603221316456,0.344546110774855,0.655453889225145
choice,positive,0.11590772772007861,0.1101992689794236,0.5126233571361827,0.48737664286381727
choppy,negative,0.11407504290622955,0.18683906300882552,0.37909503298071295,0.6209049670192871
chronological,positive,0.10100191535548331,0.05295720455312518,0.6560307399486236,0.3439692600513763
cinematic,positive,0.15466989356286517,0.10548909876222154,0.5945206513161552,0.4054793486838448
circular,positive,0.1503073647482393,0.09361998889213152,0.6161972509644893,0.38380274903551076
civil,positive,0.10145422456356236,0.07896010675403099,0.5623401634594475,0.4376598365405525
classic,positive,0.1048847376945955,0.06154841174713829,0.6301913894341966,0.3698086105658034
classical,positive,0.14690915226249351,0.05755412398707962,0.7185111916292118,0.28148880837078816
classifiable,positive,0.09866467470710708,0.07675588916590385,0.5624464574092444,0.43755354259075563
classified,positive,0.10075122779481993,0.07334604719757525,0.5787065179464806,0.42129348205351924
clean,positive,0.13053243488540306,0.11457475449334668,0.5325524527299725,0.4674475472700274
climatic,positive,0.1148484016244797,0.07868667069874534,0.5934242318243493,0.4065757681756507
clinical,positive,0.1598831480821908,0.07760948467639094,0.6732130854969163,0.32678691450308384
closed,positive,0.11868168983810165,0.08348627045106165,0.5870449979727242,0.41295500202727586
cloudy,negative,0.09055003982723991,0.12643455900384803,0.41731090738715865,0.5826890926128414
coarse,negative,0.1662468077213782,0.1839518848788697,0.4747213831296311,0.5252786168703688
cognitive,positive,0.18153603807915178,0.08284976837657772,0.6866330704842484,0.3133669295157515
coherent,positive,0.21101425632194484,0.11432518664871019,0.6485972140211045,0.35140278597889557
cohesive,positive,0.18027819730288167,0.10741198270952475,0.626640079599197,0.373359920400803
cold,negative,0.10918453825533281,0.1902313969593213,0.3646584079670221,0.6353415920329778
collaborative,positive,0.14504381314880688,0.04739477300317958,0.7537148139004328,0.24628518609956723
collectable,positive,0.10188723880935206,0.06494971611124735,0.6106994631845323,0.3893005368154678
collegial,positive,0.13080274362593158,0.07610976827290958,0.6321644951557139,0.367835504844286
colloquial,positive,0.12605707295472474,0.11614849747467425,0.5204548876858692,0.4795451123141308
colonial,positive,0.08857302752662027,0.05712349099947997,0.6079282361901681,0.3920717638098319
colorful,positive,0.177380469994528,0.15965980066668922,0.5262886528263726,0.4737113471736274
colossal,positive,0.11075395678275946,0.10514150915983049,0.5129980673712281,0.4870019326287718
commemorative,positive,0.07672226783425656,0.038340469770468545,0.6667863935049111,0.33321360649508897
commendable,positive,0.14074548311701446,0.1384249394966542,0.5041561416116985,0.4958438583883015
commercial,positive,0.1365723315806496,0.05916485448579778,0.6977331917619735,0.3022668082380266
common,positive,0.17693525737511293,0.12144067515166951,0.592994400978474,0.40700559902152605
communal,positive,0.13020658780877367,0.07523627895812773,0.6337849050583394,0.36621509494166066
communicative,positive,0.18684846598466628,0.11738707543460744,0.6141572582644652,0.38584274173553484
compact,positive,0.17472414318293158,0.08741141219165577,0.6665411829892885,0.33345881701071156
comparable,positive,0.16889530241430104,0.11576766389618187,0.593316737345055,0.4066832626549449
competitive,positive,0.13803627977980204,0.08337529559199874,0.6234375034277566,0.3765624965722434
complete,positive,0.08761516726973198,0.06093003223966142,0.5898216001533698,0.4101783998466302
completed,positive,0.06225801889393172,0.041416840804608994,0.6005122078289925,0.39948779217100755
complex,positive,0.17951607186851257,0.0809407488826383,0.6892354416013863,0.3107645583986138
compliant,positive,0.14443328504356495,0.08076499909737786,0.6413605041198707,0.35863949588012933
complicated,positive,0.1994383602381497,0.19321350244309513,0.5079266882277698,0.49207331177223024
complimentary,positive,0.12595990938966697,0.11893856167025411,0.5143352216308752,0.4856647783691249
compound,positive,0.14627352882724104,0.08390418820003105,0.6354808393981515,0.3645191606018486
comprehensive,positive,0.17101122733201973,0.06035128401043917,0.7391483881279789,0.2608516118720211
compulsory,positive,0.10784725336945153,0.08524023444220398,0.558540869694517,0.4414591303054829
computer,positive,0.13813828219631896,0.05328825647104239,0.7216255549412587,0.27837444505874126
concealable,positive,0.08658246713883444,0.06509725053597672,0.5708242899321592,0.42917571006784094
conceited,negative,0.09848012306122127,0.2869432613131805,0.2555115414729411,0.7444884585270589
concerted,positive,0.10797818628744107,0.09250928499168207,0.5385782243575282,0.4614217756424718
concise,positive,0.14098948377573658,0.08483691203930212,0.624326856330882,0.37567314366911786
concurrent,positive,0.11131533779677187,0.06568145442279993,0.6289116113397163,0.37108838866028365
conformable,positive,0.1286928516506538,0.11917007535074638,0.5192097632653504,0.48079023673464966
confused,negative,0.11435484436451754,0.2836248010895752,0.28733842464239406,0.712661575357606
congressional,positive,0.08559387801506167,0.06523733502323185,0.5674812016086539,0.4325187983913461
connected,positive,0.158445894487962,0.07961558911176896,0.665567113554446,0.3344328864455541
connective,positive,0.14617882650787467,0.08184134506075431,0.6410784866192336,0.3589215133807664
considerable,positive,0.14447767165305,0.10677206344961103,0.5750361153376589,0.42496388466234125
consistent,positive,0.21363321021534576,0.12839541998113893,0.6246062211009067,0.37539377889909337
constitutional,positive,0.12659392828853058,0.10808666439024955,0.5394307507217116,0.4605692492782884
constrictive,negative,0.11159679273483243,0.1201675496453927,0.48150975939064133,0.5184902406093586
constructive,positive,0.18282557554674878,0.13622689994254475,0.5730266636119045,0.42697333638809565
consumable,positive,0.12733960163290184,0.07090570046490324,0.6423335145166686,0.35766648548333135
contemplative,positive,0.15770250001424574,0.10986226478711072,0.5893993558207341,0.41060064417926584
contemporary,positive,0.16073374319989164,0.0889138208790986,0.6438426258749088,0.3561573741250912
contemptible,negative,0.10644688079819069,0.28469253732975197,0.27214562343949605,0.7278543765605039
contemptuous,negative,0.10675996568895244,0.2748577045570554,0.2797563478130617,0.7202436521869384
content,positive,0.1754686763000429,0.08506664304882626,0.6734928559343696,0.3265071440656305
contentious,negative,0.12900266937925256,0.17379523248238596,0.42603554577534514,0.5739644542246549
contextual,positive,0.1928128870146002,0.09497098519626927,0.6699919822932932,0.33000801770670685
continual,positive,0.14608048116330966,0.12471573549604377,0.5394480135853256,0.4605519864146744
continuous,positive,0.20184437889174792,0.10448376791350711,0.6589155485606369,0.34108445143936317
contoured,positive,0.13429545206740087,0.09233256685851067,0.5925809734554679,0.40741902654453205
contractual,positive,0.10635925970982543,0.08673652002258238,0.5508108973547642,0.44918910264523576
contradictory,negative,0.1661163039152766,0.2162285831282512,0.43446717752594194,0.5655328224740581
contrary,negative,0.11340478596169433,0.16586925155847618,0.4060699195982502,0.5939300804017499
controversial,negative,0.12890489245205497,0.1753013138759083,0.42374182304842006,0.57625817695158
convenient,positive,0.1823021589606263,0.1399889157551254,0.5656444539192088,0.4343555460807912
conventional,positive,0.217614568435533,0.12510943120791085,0.6349557330736405,0.3650442669263595
conversational,positive,0.17178470809851526,0.11953904356845227,0.5896694214445457,0.41033057855545424
cooperative,positive,0.12478639178554093,0.05102189460794638,0.7097867475156937,0.2902132524843064
copious,positive,0.1301439146294789,0.09747363778279824,0.571765723909345,0.42823427609065506
corny,negative,0.08552692552627908,0.19183667339940513,0.30835670526900993,0.6916432947309902
corporate,positive,0.12849151829590783,0.06979554953152865,0.6480075564369648,0.3519924435630351
correct,positive,0.17806462908183007,0.14715137377086623,0.5475272665548468,0.4524727334451532
correctable,positive,0.10619918872124919,0.08720161278258248,0.5491145222536483,0.4508854777463518
corrective,positive,0.12002622132878692,0.09345562573091008,0.5622315104629172,0.4377684895370828
corrosive,negative,0.14173392110870406,0.1673944367881032,0.45849537089708686,0.5415046291029131
corrupt,negative,0.09320725416710153,0.23556625938564538,0.2834998876883304,0.7165001123116695
corruptive,negative,0.10929185024133352,0.12638182392437244,0.46374229378071585,0.5362577062192841
cosmetic,positive,0.10743769959075455,0.0664968233070158,0.6176904837569298,0.38230951624307025
cosmic,positive,0.12972902600660385,0.09790967941542673,0.5698900183345044,0.43010998166549563
cowardly,negative,0.08161679101080885,0.2963451352973397,0.21593918680652377,0.7840608131934763
coy,negative,0.04072197351211272,0.08167276328724878,0.3327101685660486,0.6672898314339514
crabby,negative,0.06533410369967012,0.16794260751417703,0.28007126540710564,0.7199287345928944
craggy,negative,0.0959786754790531,0.13164118444338957,0.4216621322575108,0.5783378677424893
cranky,negative,0.06773887820589763,0.21703408254524317,0.23786976834887677,0.7621302316511234
crass,negative,0.07869828627823602,0.19551631114900345,0.28699524757837863,0.7130047524216213
craven,negative,0.03578738404781721,0.06330507641121218,0.36115143253117427,0.6388485674688257
creative,positive,0.16097883771957902,0.06578471404520218,0.7098973202120252,0.2901026797879749
creepy,negative,0.10162062429502211,0.2203079945463672,0.3156619770579933,0.6843380229420066
criminal,negative,0.07949170179211115,0.15592057211953297,0.33767016677280937,0.6623298332271906
crotchety,negative,0.0734332584609139,0.22228560653275936,0.24832118323761646,0.7516788167623835
crucial,positive,0.1654587914838966,0.12994291736273067,0.5601145373529403,0.43988546264705963
crude,negative,0.1589349936058368,0.1911844650690631,0.4539450455206329,0.546054954479367
cruel,negative,0.0897035935352666,0.26454726474214246,0.25322053973690284,0.7467794602630972
crystalline,positive,0.14945946989145734,0.0864242760652772,0.6336149584417359,0.3663850415582641
culpable,negative,0.08013886152904814,0.19360228919680017,0.2927541632544213,0.7072458367455787
cultural,positive,0.16286776755034718,0.061094485955865155,0.7272107911069465,0.27278920889305347
cumulative,positive,0.13995907992633091,0.08816730078153315,0.6135155412190616,0.3864844587809384
curative,positive,0.13126741657925134,0.09781937152436675,0.5730029988454762,0.4269970011545237
current,positive,0.12190288981360553,0.06654022039267064,0.6468949152885798,0.3531050847114202
cursed,negative,0.08282697609003031,0.12749494080306867,0.3938104849630534,0.6061895150369466
curt,negative,0.040159266374998934,0.06293000293468747,0.3895581629777399,0.6104418370222601
cut,negative,0.10338013825416115,0.10805267227052931,0.48895031001864653,0.5110496899813535
cynical,negative,0.1286368706605021,0.3074670552515373,0.29496838486716054,0.7050316151328394
daily,positive,0.07445237496801707,0.043095196326096645,0.6333808019030107,0.36661919809698923
danceable,positive,0.14819527610353445,0.14633230392777596,0.5031626446928339,0.4968373553071661
dangerous,negative,0.13169444687787119,0.2703984064347926,0.32752247594778006,0.6724775240522199
dark,negative,0.1360233939918024,0.1964430168130356,0.4091342450580665,0.5908657549419335
daunting,negative,0.1098657076947404,0.14174465063463693,0.43665017777574056,0.5633498222242594
dead,negative,0.06547590191548072,0.16350136267786952,0.2859493584734797,0.7140506415265203
deadly,negative,0.08474980988433924,0.1687892875291407,0.3342672224872933,0.6657327775127067
deaf,negative,0.07116129595813298,0.08326296579804121,0.46081681174226374,0.5391831882577363
debatable,negative,0.1272877846190957,0.16237024053138982,0.4394415951464355,0.5605584048535645
deceitful,negative,0.09736592387875945,0.26510182159426426,0.2686195533114154,0.7313804466885845
deceptive,negative,0.1353274585720282,0.2250694349291179,0.37549562999104436,0.6245043700089555
decorative,positive,0.15978088290427395,0.0735622895782211,0.6847463382124901,0.31525366178751
dedicated,positive,0.12145913846022212,0.04827971011145564,0.7155647601140174,0.2844352398859826
defective,negative,0.13128879372712451,0.15242052636833556,0.46275812751921436,0.5372418724807857
defendable,positive,0.0945168268952346,0.07505763963151685,0.557376525081528,0.44262347491847204
defenseless,negative,0.06415922748514698,0.1844762810068248,0.25804531249090923,0.7419546875090908
defensive,positive,0.06500885113833986,0.05964475544807567,0.5215160067853535,0.4784839932146466
deficient,negative,0.12641106226479112,0.15026189006541626,0.45689707360306164,0.5431029263969384
definable,positive,0.14140741295913803,0.07989039516418524,0.6389914755971532,0.3610085244028467
definitive,positive,0.15364490682554788,0.09905531559974702,0.6080125508040244,0.3919874491959756
dehydrated,negative,0.10303451715053188,0.10468601028178222,0.49602472333460523,0.5039752766653947
dejected,negative,0.07789851052535805,0.20840699075453487,0.2720817803958447,0.7279182196041554
deliberative,positive,0.12537083779365407,0.0740139232143309,0.6287884648748718,0.37121153512512817
delinquent,negative,0.06047520656575512,0.16568516964292837,0.26739965496853096,0.7326003450314691
deliverable,positive,0.12938802379453787,0.06182548481280849,0.67666779788155,0.32333220211844993
democratic,positive,0.07948014330014563,0.05204580666332763,0.6042924861764424,0.39570751382355746
demonic,negative,0.1134739417506265,0.1838958735921816,0.381591997223436,0.618408002776564
demonstrative,positive,0.12145651038855874,0.09150973274637955,0.5703087428349021,0.429691257165098
dense,positive,0.17045205140961733,0.13678753882197278,0.5547854405128405,0.44521455948715954
dependent,positive,0.14978880288339602,0.12247497208242811,0.5501606040032254,0.4498393959967747
deplorable,negative,0.09810930946387773,0.22161507274489103,0.30685588876927067,0.6931441112307294
depraved,negative,0.1078948200783483,0.2736932384180075,0.2827520874303741,0.717247912569626
depressed,negative,0.10054984921657335,0.24073868735313056,0.29461830223540864,0.7053816977645913
depressive,negative,0.1146844509015448,0.16158934896267232,0.4151115703259225,0.5848884296740775
